8712100516382, 43
8718907136068, 53
8718907136066, 30
77074515, 62
8710400131471, 178
3344234532004, 100
5000112544632, 185
5000112544635, 27
770835503, 1
770835504, 26
770835602, 6
770835604, 35
4211423453202, 17
4211423453203, 50
4211423453205, 22
4211423453207, 22
4211423453208, 34
4266423453202, 61
4266423453203, 34
4216642345305, 73
4266423453206, 39
4266423453208, 37
3214563456671, 1
3214563456672, 3
3214563456673, 25
3211255456672, 12
3211255456673, 12
1211255453301, 4
1211255453303, 51
1211255453304, 66
1211255453305, 99
