8712100516381, 3
8718907136066, 8
77074515, 49
8710400131470, 92
3344234532003, 21
3344234532004, 49
5000112544632, 96
5000112544633, 54
5000112544636, 19
770835501, 9
770835502, 31
770835503, 31
770835505, 20
770835601, 47
770835602, 31
770835603, 53
770835605, 46
4211423453201, 37
4211423453202, 59
4211423453205, 64
4211423453206, 20
4211423453207, 13
4266423453201, 1
4266423453202, 38
4266423453203, 35
4266423453208, 32
3214563456671, 23
3214563456672, 5
3214555456671, 24
3214555456672, 6
3214555456673, 6
3211255456671, 4
3211255456672, 11
3211255456673, 8
1211255453301, 82
1211255453303, 67
1211255453304, 24
