8712100516381, 23
8718907136068, 19
8718907136066, 27
77074515, 53
77074513, 21
8710400131472, 85
8710400131471, 84
3344234532001, 109
3344234532002, 202
3344234532003, 225
3344234532004, 131
5000112544633, 19
5000112544634, 97
5000112544635, 3
5000112544636, 8
770835501, 6
770835503, 2
770835505, 13
770835601, 13
770835602, 43
770835603, 25
770835604, 42
770835605, 25
4211423453201, 15
4211423453202, 39
4211423453203, 40
4211423453205, 9
4211423453206, 52
4266423453202, 69
4266423453204, 6
4266423453206, 25
4266423453207, 35
3214563456671, 12
3214563456673, 6
3214555456671, 25
3214555456672, 25
3214555456673, 16
3211255456672, 28
3211255456673, 17
1211255453301, 53
1211255453302, 77
1211255453303, 26
1211255453304, 41
1211255453305, 22
